day,slot,category,role,person_id,person_name,shortage_count
2025-04-07,2,SIMPLE,-,AJ,AJ,
2025-04-07,2,SIMPLE,-,AK,AK,
2025-04-07,2,SIMPLE,-,AL,AL,
2025-04-07,2,SIMPLE,-,AM,AM,
2025-04-07,2,SIMPLE,-,AR,AR,
2025-04-07,3,C3,AMB_CHEF,V,V,
2025-04-07,3,C3,AMB_COND,AH,AH,
2025-04-07,3,C3,AMB_COND,Q,Q,
2025-04-07,3,C3,AMB_EQUI_SUAP,AF,AF,
2025-04-07,3,C3,AMB_EQUI_SUAP,B,B,
2025-04-07,3,C3,FPT_CHEF,L,L,
2025-04-07,3,C3,FPT_COND,AB,AB,
2025-04-07,3,C3,FPT_EQUI_INC,A,A,
2025-04-07,3,SHORTAGE,AMB_CHEF,,,1
2025-04-07,4,SIMPLE,-,AH,AH,
2025-04-07,4,SIMPLE,-,AI,AI,
2025-04-07,4,SIMPLE,-,AJ,AJ,
2025-04-07,4,SIMPLE,-,AK,AK,
2025-04-07,4,SIMPLE,-,AL,AL,
2025-04-07,4,SIMPLE,-,AM,AM,
2025-04-07,4,SIMPLE,-,AN,AN,
2025-04-07,4,SIMPLE,-,AQ,AQ,
2025-04-08,1,SIMPLE,-,AO,AO,
2025-04-08,1,SIMPLE,-,AP,AP,
2025-04-08,1,SIMPLE,-,AR,AR,
2025-04-08,2,SIMPLE,-,AC,AC,
2025-04-08,2,SIMPLE,-,AF,AF,
2025-04-08,2,SIMPLE,-,AH,AH,
2025-04-08,2,SIMPLE,-,AI,AI,
2025-04-08,2,SIMPLE,-,AJ,AJ,
2025-04-08,2,SIMPLE,-,AQ,AQ,
2025-04-08,2,SIMPLE,-,AR,AR,
2025-04-08,2,SIMPLE,-,W,W,
2025-04-08,3,C3,AMB_CHEF,AA,AA,
2025-04-08,3,C3,AMB_CHEF,H,H,
2025-04-08,3,C3,AMB_COND,AB,AB,
2025-04-08,3,C3,AMB_COND,AE,AE,
2025-04-08,3,C3,AMB_EQUI_SUAP,AG,AG,
2025-04-08,3,C3,AMB_EQUI_SUAP,P,P,
2025-04-08,3,C3,FPT_CHEF,AN,AN,
2025-04-08,3,C3,FPT_COND,AI,AI,
2025-04-08,3,C3,FPT_EQUI_INC,AK,AK,
2025-04-08,4,SIMPLE,-,AA,AA,
2025-04-08,4,SIMPLE,-,AH,AH,
2025-04-08,4,SIMPLE,-,AL,AL,
2025-04-08,4,SIMPLE,-,AM,AM,
2025-04-08,4,SIMPLE,-,AP,AP,
2025-04-08,4,SIMPLE,-,AR,AR,
2025-04-08,4,SIMPLE,-,X,X,
2025-04-08,4,SIMPLE,-,Z,Z,
2025-04-09,1,SIMPLE,-,AO,AO,
2025-04-09,1,SIMPLE,-,AQ,AQ,
2025-04-09,1,SIMPLE,-,AR,AR,
2025-04-09,2,SIMPLE,-,AC,AC,
2025-04-09,2,SIMPLE,-,AD,AD,
2025-04-09,2,SIMPLE,-,AE,AE,
2025-04-09,2,SIMPLE,-,AH,AH,
2025-04-09,2,SIMPLE,-,AL,AL,
2025-04-09,2,SIMPLE,-,AM,AM,
2025-04-09,2,SIMPLE,-,AN,AN,
2025-04-09,2,SIMPLE,-,AP,AP,
2025-04-09,3,C3,AMB_CHEF,L,L,
2025-04-09,3,C3,AMB_CHEF,V,V,
2025-04-09,3,C3,AMB_COND,AH,AH,
2025-04-09,3,C3,AMB_COND,Q,Q,
2025-04-09,3,C3,AMB_EQUI_SUAP,AO,AO,
2025-04-09,3,C3,AMB_EQUI_SUAP,U,U,
2025-04-09,3,C3,FPT_CHEF,R,R,
2025-04-09,3,C3,FPT_COND,AE,AE,
2025-04-09,3,C3,FPT_EQUI_INC,AD,AD,
2025-04-09,4,SIMPLE,-,AC,AC,
2025-04-09,4,SIMPLE,-,AD,AD,
2025-04-09,4,SIMPLE,-,AF,AF,
2025-04-09,4,SIMPLE,-,AG,AG,
2025-04-09,4,SIMPLE,-,AI,AI,
2025-04-09,4,SIMPLE,-,AL,AL,
2025-04-09,4,SIMPLE,-,AM,AM,
2025-04-09,4,SIMPLE,-,AR,AR,
2025-04-10,1,SIMPLE,-,AK,AK,
2025-04-10,1,SIMPLE,-,AM,AM,
2025-04-10,1,SIMPLE,-,AO,AO,
2025-04-10,2,SIMPLE,-,AG,AG,
2025-04-10,2,SIMPLE,-,AI,AI,
2025-04-10,2,SIMPLE,-,AJ,AJ,
2025-04-10,2,SIMPLE,-,AM,AM,
2025-04-10,2,SIMPLE,-,AN,AN,
2025-04-10,2,SIMPLE,-,AP,AP,
2025-04-10,2,SIMPLE,-,AQ,AQ,
2025-04-10,2,SIMPLE,-,AR,AR,
2025-04-10,3,C3,AMB_CHEF,J,J,
2025-04-10,3,C3,AMB_CHEF,X,X,
2025-04-10,3,C3,AMB_COND,AB,AB,
2025-04-10,3,C3,AMB_COND,AH,AH,
2025-04-10,3,C3,AMB_EQUI_SUAP,C,C,
2025-04-10,3,C3,AMB_EQUI_SUAP,W,W,
2025-04-10,3,C3,FPT_CHEF,AN,AN,
2025-04-10,3,C3,FPT_COND,AI,AI,
2025-04-10,3,C3,FPT_EQUI_INC,S,S,
2025-04-10,4,SIMPLE,-,AF,AF,
2025-04-10,4,SIMPLE,-,AG,AG,
2025-04-10,4,SIMPLE,-,AH,AH,
2025-04-10,4,SIMPLE,-,AL,AL,
2025-04-10,4,SIMPLE,-,AM,AM,
2025-04-10,4,SIMPLE,-,AN,AN,
2025-04-10,4,SIMPLE,-,AO,AO,
2025-04-10,4,SIMPLE,-,AR,AR,
2025-04-11,1,SIMPLE,-,AP,AP,
2025-04-11,1,SIMPLE,-,AQ,AQ,
2025-04-11,1,SIMPLE,-,AR,AR,
2025-04-11,2,SIMPLE,-,AB,AB,
2025-04-11,2,SIMPLE,-,AG,AG,
2025-04-11,2,SIMPLE,-,AJ,AJ,
2025-04-11,2,SIMPLE,-,AK,AK,
2025-04-11,2,SIMPLE,-,AL,AL,
2025-04-11,2,SIMPLE,-,AN,AN,
2025-04-11,2,SIMPLE,-,AO,AO,
2025-04-11,2,SIMPLE,-,AQ,AQ,
2025-04-11,3,C3,AMB_CHEF,V,V,
2025-04-11,3,C3,AMB_EQUI_SUAP,AJ,AJ,
2025-04-11,3,C3,AMB_EQUI_SUAP,U,U,
2025-04-11,3,C3,FPT_CHEF,J,J,
2025-04-11,3,C3,FPT_EQUI_INC,N,N,
2025-04-11,3,SHORTAGE,AMB_CHEF,,,1
2025-04-11,3,SHORTAGE,AMB_COND,,,2
2025-04-11,3,SHORTAGE,FPT_COND,,,1
2025-04-11,4,SIMPLE,-,AJ,AJ,
2025-04-11,4,SIMPLE,-,AL,AL,
2025-04-11,4,SIMPLE,-,AM,AM,
2025-04-11,4,SIMPLE,-,AN,AN,
2025-04-11,4,SIMPLE,-,AO,AO,
2025-04-11,4,SIMPLE,-,AP,AP,
2025-04-11,4,SIMPLE,-,AQ,AQ,
2025-04-11,4,SIMPLE,-,AR,AR,
2025-04-12,1,SIMPLE,-,AN,AN,
2025-04-12,1,SIMPLE,-,AP,AP,
2025-04-12,1,SIMPLE,-,AQ,AQ,
2025-04-12,2,SIMPLE,-,AG,AG,
2025-04-12,2,SIMPLE,-,AH,AH,
2025-04-12,2,SIMPLE,-,AL,AL,
2025-04-12,2,SIMPLE,-,AM,AM,
2025-04-12,2,SIMPLE,-,AN,AN,
2025-04-12,2,SIMPLE,-,AP,AP,
2025-04-12,2,SIMPLE,-,AQ,AQ,
2025-04-12,2,SIMPLE,-,AR,AR,
2025-04-12,3,C3,AMB_CHEF,AA,AA,
2025-04-12,3,C3,AMB_CHEF,H,H,
2025-04-12,3,C3,AMB_COND,AB,AB,
2025-04-12,3,C3,AMB_COND,X,X,
2025-04-12,3,C3,AMB_EQUI_SUAP,AG,AG,
2025-04-12,3,C3,AMB_EQUI_SUAP,AM,AM,
2025-04-12,3,C3,FPT_CHEF,L,L,
2025-04-12,3,C3,FPT_COND,AE,AE,
2025-04-12,3,C3,FPT_EQUI_INC,AC,AC,
2025-04-12,4,SIMPLE,-,AD,AD,
2025-04-12,4,SIMPLE,-,AF,AF,
2025-04-12,4,SIMPLE,-,AG,AG,
2025-04-12,4,SIMPLE,-,AH,AH,
2025-04-12,4,SIMPLE,-,AI,AI,
2025-04-12,4,SIMPLE,-,AJ,AJ,
2025-04-12,4,SIMPLE,-,AK,AK,
2025-04-12,4,SIMPLE,-,AM,AM,
2025-04-13,1,SIMPLE,-,AK,AK,
2025-04-13,1,SIMPLE,-,AM,AM,
2025-04-13,1,SIMPLE,-,AR,AR,
2025-04-13,2,SIMPLE,-,AB,AB,
2025-04-13,2,SIMPLE,-,AD,AD,
2025-04-13,2,SIMPLE,-,AE,AE,
2025-04-13,2,SIMPLE,-,AK,AK,
2025-04-13,2,SIMPLE,-,AM,AM,
2025-04-13,2,SIMPLE,-,AQ,AQ,
2025-04-13,2,SIMPLE,-,AR,AR,
2025-04-13,2,SIMPLE,-,Y,Y,
2025-04-13,3,C3,AMB_CHEF,AA,AA,
2025-04-13,3,C3,AMB_CHEF,V,V,
2025-04-13,3,C3,AMB_COND,AB,AB,
2025-04-13,3,C3,AMB_COND,H,H,
2025-04-13,3,C3,AMB_EQUI_SUAP,AJ,AJ,
2025-04-13,3,C3,AMB_EQUI_SUAP,M,M,
2025-04-13,3,C3,FPT_CHEF,L,L,
2025-04-13,3,C3,FPT_COND,AE,AE,
2025-04-13,3,C3,FPT_EQUI_INC,D,D,
2025-04-13,4,SIMPLE,-,AC,AC,
2025-04-13,4,SIMPLE,-,AF,AF,
2025-04-13,4,SIMPLE,-,AG,AG,
2025-04-13,4,SIMPLE,-,AK,AK,
2025-04-13,4,SIMPLE,-,AL,AL,
2025-04-13,4,SIMPLE,-,AP,AP,
2025-04-13,4,SIMPLE,-,AQ,AQ,
2025-04-13,4,SIMPLE,-,X,X,
2025-04-14,1,SIMPLE,-,AP,AP,
2025-04-14,1,SIMPLE,-,AQ,AQ,
2025-04-14,1,SIMPLE,-,AR,AR,
2025-04-14,2,SIMPLE,-,AB,AB,
2025-04-14,2,SIMPLE,-,AG,AG,
2025-04-14,2,SIMPLE,-,AJ,AJ,
2025-04-14,2,SIMPLE,-,AQ,AQ,
2025-04-14,2,SIMPLE,-,N,N,
2025-04-14,2,SIMPLE,-,O,O,
2025-04-14,2,SIMPLE,-,T,T,
2025-04-14,2,SIMPLE,-,Y,Y,
2025-04-14,3,C3,AMB_CHEF,G,G,
2025-04-14,3,C3,AMB_CHEF,H,H,
2025-04-14,3,C3,AMB_COND,AB,AB,
2025-04-14,3,C3,AMB_COND,AE,AE,
2025-04-14,3,C3,AMB_EQUI_SUAP,AG,AG,
2025-04-14,3,C3,AMB_EQUI_SUAP,Z,Z,
2025-04-14,3,C3,FPT_CHEF,J,J,
2025-04-14,3,C3,FPT_COND,AH,AH,
2025-04-14,3,C3,FPT_EQUI_INC,A,A,
2025-04-14,4,SIMPLE,-,AD,AD,
2025-04-14,4,SIMPLE,-,AE,AE,
2025-04-14,4,SIMPLE,-,AF,AF,
2025-04-14,4,SIMPLE,-,AG,AG,
2025-04-14,4,SIMPLE,-,AM,AM,
2025-04-14,4,SIMPLE,-,AN,AN,
2025-04-14,4,SIMPLE,-,AP,AP,
2025-04-14,4,SIMPLE,-,AQ,AQ,
2025-04-15,1,SIMPLE,-,AK,AK,
2025-04-15,1,SIMPLE,-,AL,AL,
2025-04-15,1,SIMPLE,-,AN,AN,
2025-04-15,2,SIMPLE,-,AH,AH,
2025-04-15,2,SIMPLE,-,AI,AI,
2025-04-15,2,SIMPLE,-,AJ,AJ,
2025-04-15,2,SIMPLE,-,AK,AK,
2025-04-15,2,SIMPLE,-,AO,AO,
2025-04-15,2,SIMPLE,-,AP,AP,
2025-04-15,2,SIMPLE,-,AQ,AQ,
2025-04-15,2,SIMPLE,-,AR,AR,
2025-04-15,3,C3,AMB_CHEF,G,G,
2025-04-15,3,C3,AMB_CHEF,X,X,
2025-04-15,3,C3,AMB_COND,AH,AH,
2025-04-15,3,C3,AMB_COND,AI,AI,
2025-04-15,3,C3,AMB_EQUI_SUAP,AR,AR,
2025-04-15,3,C3,AMB_EQUI_SUAP,U,U,
2025-04-15,3,C3,FPT_COND,Q,Q,
2025-04-15,3,C3,FPT_EQUI_INC,P,P,
2025-04-15,3,SHORTAGE,FPT_CHEF,,,1
2025-04-15,4,SIMPLE,-,AC,AC,
2025-04-15,4,SIMPLE,-,AG,AG,
2025-04-15,4,SIMPLE,-,AI,AI,
2025-04-15,4,SIMPLE,-,AK,AK,
2025-04-15,4,SIMPLE,-,AM,AM,
2025-04-15,4,SIMPLE,-,AN,AN,
2025-04-15,4,SIMPLE,-,U,U,
2025-04-15,4,SIMPLE,-,Y,Y,
2025-04-16,1,SIMPLE,-,AP,AP,
2025-04-16,1,SIMPLE,-,AQ,AQ,
2025-04-16,1,SIMPLE,-,AR,AR,
2025-04-16,2,SIMPLE,-,AF,AF,
2025-04-16,2,SIMPLE,-,AK,AK,
2025-04-16,2,SIMPLE,-,AL,AL,
2025-04-16,2,SIMPLE,-,AM,AM,
2025-04-16,2,SIMPLE,-,AO,AO,
2025-04-16,2,SIMPLE,-,AP,AP,
2025-04-16,2,SIMPLE,-,AQ,AQ,
2025-04-16,2,SIMPLE,-,AR,AR,
2025-04-16,3,C3,AMB_CHEF,J,J,
2025-04-16,3,C3,AMB_CHEF,V,V,
2025-04-16,3,C3,AMB_COND,AB,AB,
2025-04-16,3,C3,AMB_COND,AE,AE,
2025-04-16,3,C3,AMB_EQUI_SUAP,C,C,
2025-04-16,3,C3,AMB_EQUI_SUAP,U,U,
2025-04-16,3,C3,FPT_CHEF,AN,AN,
2025-04-16,3,C3,FPT_COND,Q,Q,
2025-04-16,3,C3,FPT_EQUI_INC,D,D,
2025-04-16,4,SIMPLE,-,AH,AH,
2025-04-16,4,SIMPLE,-,AI,AI,
2025-04-16,4,SIMPLE,-,AJ,AJ,
2025-04-16,4,SIMPLE,-,AK,AK,
2025-04-16,4,SIMPLE,-,AM,AM,
2025-04-16,4,SIMPLE,-,AN,AN,
2025-04-16,4,SIMPLE,-,AQ,AQ,
2025-04-16,4,SIMPLE,-,AR,AR,
2025-04-17,1,SIMPLE,-,AL,AL,
2025-04-17,1,SIMPLE,-,AN,AN,
2025-04-17,1,SIMPLE,-,AP,AP,
2025-04-17,2,SIMPLE,-,AA,AA,
2025-04-17,2,SIMPLE,-,AD,AD,
2025-04-17,2,SIMPLE,-,AE,AE,
2025-04-17,2,SIMPLE,-,AH,AH,
2025-04-17,2,SIMPLE,-,AJ,AJ,
2025-04-17,2,SIMPLE,-,AK,AK,
2025-04-17,2,SIMPLE,-,AN,AN,
2025-04-17,2,SIMPLE,-,AP,AP,
2025-04-17,3,C3,AMB_CHEF,G,G,
2025-04-17,3,C3,AMB_CHEF,V,V,
2025-04-17,3,C3,AMB_COND,AI,AI,
2025-04-17,3,C3,AMB_COND,X,X,
2025-04-17,3,C3,AMB_EQUI_SUAP,AJ,AJ,
2025-04-17,3,C3,AMB_EQUI_SUAP,F,F,
2025-04-17,3,C3,FPT_CHEF,R,R,
2025-04-17,3,C3,FPT_COND,H,H,
2025-04-17,3,C3,FPT_EQUI_INC,AL,AL,
2025-04-17,4,SIMPLE,-,AE,AE,
2025-04-17,4,SIMPLE,-,AH,AH,
2025-04-17,4,SIMPLE,-,AI,AI,
2025-04-17,4,SIMPLE,-,AJ,AJ,
2025-04-17,4,SIMPLE,-,AN,AN,
2025-04-17,4,SIMPLE,-,AO,AO,
2025-04-17,4,SIMPLE,-,AQ,AQ,
2025-04-17,4,SIMPLE,-,AR,AR,
2025-04-18,1,SIMPLE,-,AK,AK,
2025-04-18,1,SIMPLE,-,AL,AL,
2025-04-18,1,SIMPLE,-,AR,AR,
2025-04-18,2,SIMPLE,-,AB,AB,
2025-04-18,2,SIMPLE,-,AD,AD,
2025-04-18,2,SIMPLE,-,AG,AG,
2025-04-18,2,SIMPLE,-,AH,AH,
2025-04-18,2,SIMPLE,-,AI,AI,
2025-04-18,2,SIMPLE,-,AL,AL,
2025-04-18,2,SIMPLE,-,AM,AM,
2025-04-18,2,SIMPLE,-,AR,AR,
2025-04-18,3,C3,AMB_CHEF,AA,AA,
2025-04-18,3,C3,AMB_CHEF,X,X,
2025-04-18,3,C3,AMB_COND,AB,AB,
2025-04-18,3,C3,AMB_COND,AH,AH,
2025-04-18,3,C3,AMB_EQUI_SUAP,D,D,
2025-04-18,3,C3,AMB_EQUI_SUAP,W,W,
2025-04-18,3,C3,FPT_CHEF,AN,AN,
2025-04-18,3,C3,FPT_COND,AE,AE,
2025-04-18,3,C3,FPT_EQUI_INC,AL,AL,
2025-04-18,4,SIMPLE,-,AA,AA,
2025-04-18,4,SIMPLE,-,AC,AC,
2025-04-18,4,SIMPLE,-,AD,AD,
2025-04-18,4,SIMPLE,-,AE,AE,
2025-04-18,4,SIMPLE,-,AH,AH,
2025-04-18,4,SIMPLE,-,AJ,AJ,
2025-04-18,4,SIMPLE,-,AL,AL,
2025-04-18,4,SIMPLE,-,AN,AN,
2025-04-19,1,SIMPLE,-,AO,AO,
2025-04-19,1,SIMPLE,-,AP,AP,
2025-04-19,1,SIMPLE,-,AR,AR,
2025-04-19,2,SIMPLE,-,AE,AE,
2025-04-19,2,SIMPLE,-,AG,AG,
2025-04-19,2,SIMPLE,-,AH,AH,
2025-04-19,2,SIMPLE,-,AI,AI,
2025-04-19,2,SIMPLE,-,AL,AL,
2025-04-19,2,SIMPLE,-,AM,AM,
2025-04-19,2,SIMPLE,-,AN,AN,
2025-04-19,2,SIMPLE,-,AR,AR,
2025-04-19,3,C3,AMB_CHEF,G,G,
2025-04-19,3,C3,AMB_CHEF,H,H,
2025-04-19,3,C3,AMB_COND,AB,AB,
2025-04-19,3,C3,AMB_COND,AH,AH,
2025-04-19,3,C3,AMB_EQUI_SUAP,S,S,
2025-04-19,3,C3,AMB_EQUI_SUAP,Z,Z,
2025-04-19,3,C3,FPT_CHEF,AN,AN,
2025-04-19,3,C3,FPT_EQUI_INC,A,A,
2025-04-19,3,SHORTAGE,FPT_COND,,,1
2025-04-19,4,SIMPLE,-,AC,AC,
2025-04-19,4,SIMPLE,-,AG,AG,
2025-04-19,4,SIMPLE,-,AJ,AJ,
2025-04-19,4,SIMPLE,-,AL,AL,
2025-04-19,4,SIMPLE,-,AM,AM,
2025-04-19,4,SIMPLE,-,AR,AR,
2025-04-19,4,SIMPLE,-,X,X,
2025-04-19,4,SIMPLE,-,Z,Z,
2025-04-20,1,SIMPLE,-,AP,AP,
2025-04-20,1,SIMPLE,-,AQ,AQ,
2025-04-20,1,SIMPLE,-,AR,AR,
2025-04-20,2,SIMPLE,-,AG,AG,
2025-04-20,2,SIMPLE,-,AI,AI,
2025-04-20,2,SIMPLE,-,AL,AL,
2025-04-20,2,SIMPLE,-,AM,AM,
2025-04-20,2,SIMPLE,-,AN,AN,
2025-04-20,2,SIMPLE,-,AO,AO,
2025-04-20,2,SIMPLE,-,AQ,AQ,
2025-04-20,2,SIMPLE,-,AR,AR,
2025-04-20,3,C3,AMB_CHEF,J,J,
2025-04-20,3,C3,AMB_CHEF,L,L,
2025-04-20,3,C3,AMB_COND,AE,AE,
2025-04-20,3,C3,AMB_COND,AH,AH,
2025-04-20,3,C3,AMB_EQUI_SUAP,E,E,
2025-04-20,3,C3,AMB_EQUI_SUAP,T,T,
2025-04-20,3,C3,FPT_CHEF,R,R,
2025-04-20,3,C3,FPT_COND,X,X,
2025-04-20,3,C3,FPT_EQUI_INC,AD,AD,
2025-04-20,4,SIMPLE,-,AA,AA,
2025-04-20,4,SIMPLE,-,AD,AD,
2025-04-20,4,SIMPLE,-,AI,AI,
2025-04-20,4,SIMPLE,-,AJ,AJ,
2025-04-20,4,SIMPLE,-,AL,AL,
2025-04-20,4,SIMPLE,-,AM,AM,
2025-04-20,4,SIMPLE,-,AQ,AQ,
2025-04-20,4,SIMPLE,-,AR,AR,
2025-04-21,1,SIMPLE,-,AO,AO,
2025-04-21,1,SIMPLE,-,AP,AP,
2025-04-21,1,SIMPLE,-,AR,AR,
2025-04-21,2,SIMPLE,-,AF,AF,
2025-04-21,2,SIMPLE,-,AG,AG,
2025-04-21,2,SIMPLE,-,AI,AI,
2025-04-21,2,SIMPLE,-,AL,AL,
2025-04-21,2,SIMPLE,-,AM,AM,
2025-04-21,2,SIMPLE,-,AO,AO,
2025-04-21,2,SIMPLE,-,AP,AP,
2025-04-21,2,SIMPLE,-,AQ,AQ,
2025-04-21,3,C3,AMB_CHEF,AA,AA,
2025-04-21,3,C3,AMB_CHEF,G,G,
2025-04-21,3,C3,AMB_COND,AB,AB,
2025-04-21,3,C3,AMB_COND,H,H,
2025-04-21,3,C3,AMB_EQUI_SUAP,T,T,
2025-04-21,3,C3,AMB_EQUI_SUAP,U,U,
2025-04-21,3,C3,FPT_CHEF,L,L,
2025-04-21,3,C3,FPT_COND,AN,AN,
2025-04-21,3,C3,FPT_EQUI_INC,AO,AO,
2025-04-21,4,SIMPLE,-,AC,AC,
2025-04-21,4,SIMPLE,-,AF,AF,
2025-04-21,4,SIMPLE,-,AG,AG,
2025-04-21,4,SIMPLE,-,AI,AI,
2025-04-21,4,SIMPLE,-,AL,AL,
2025-04-21,4,SIMPLE,-,AN,AN,
2025-04-21,4,SIMPLE,-,AO,AO,
2025-04-21,4,SIMPLE,-,AP,AP,
2025-04-22,1,SIMPLE,-,AP,AP,
2025-04-22,1,SIMPLE,-,AQ,AQ,
2025-04-22,1,SIMPLE,-,AR,AR,
2025-04-22,2,SIMPLE,-,AJ,AJ,
2025-04-22,2,SIMPLE,-,AK,AK,
2025-04-22,2,SIMPLE,-,AM,AM,
2025-04-22,2,SIMPLE,-,AN,AN,
2025-04-22,2,SIMPLE,-,AO,AO,
2025-04-22,2,SIMPLE,-,AP,AP,
2025-04-22,2,SIMPLE,-,AQ,AQ,
2025-04-22,2,SIMPLE,-,AR,AR,
2025-04-22,3,C3,AMB_CHEF,G,G,
2025-04-22,3,C3,AMB_CHEF,X,X,
2025-04-22,3,C3,AMB_COND,AI,AI,
2025-04-22,3,C3,AMB_COND,Q,Q,
2025-04-22,3,C3,AMB_EQUI_SUAP,AG,AG,
2025-04-22,3,C3,AMB_EQUI_SUAP,AJ,AJ,
2025-04-22,3,C3,FPT_CHEF,AN,AN,
2025-04-22,3,C3,FPT_COND,AB,AB,
2025-04-22,3,C3,FPT_EQUI_INC,N,N,
2025-04-22,4,SIMPLE,-,AG,AG,
2025-04-22,4,SIMPLE,-,AI,AI,
2025-04-22,4,SIMPLE,-,AJ,AJ,
2025-04-22,4,SIMPLE,-,AK,AK,
2025-04-22,4,SIMPLE,-,AM,AM,
2025-04-22,4,SIMPLE,-,AN,AN,
2025-04-22,4,SIMPLE,-,AQ,AQ,
2025-04-22,4,SIMPLE,-,AR,AR,
2025-04-23,1,SIMPLE,-,AM,AM,
2025-04-23,1,SIMPLE,-,AN,AN,
2025-04-23,1,SIMPLE,-,AO,AO,
2025-04-23,2,SIMPLE,-,AE,AE,
2025-04-23,2,SIMPLE,-,AF,AF,
2025-04-23,2,SIMPLE,-,AG,AG,
2025-04-23,2,SIMPLE,-,AI,AI,
2025-04-23,2,SIMPLE,-,AL,AL,
2025-04-23,2,SIMPLE,-,AM,AM,
2025-04-23,2,SIMPLE,-,AP,AP,
2025-04-23,2,SIMPLE,-,AR,AR,
2025-04-23,3,C3,AMB_CHEF,H,H,
2025-04-23,3,C3,AMB_CHEF,V,V,
2025-04-23,3,C3,AMB_COND,AE,AE,
2025-04-23,3,C3,AMB_COND,Q,Q,
2025-04-23,3,C3,AMB_EQUI_SUAP,AL,AL,
2025-04-23,3,C3,AMB_EQUI_SUAP,U,U,
2025-04-23,3,C3,FPT_CHEF,AA,AA,
2025-04-23,3,C3,FPT_COND,AH,AH,
2025-04-23,3,C3,FPT_EQUI_INC,AO,AO,
2025-04-23,4,SIMPLE,-,AD,AD,
2025-04-23,4,SIMPLE,-,AE,AE,
2025-04-23,4,SIMPLE,-,AF,AF,
2025-04-23,4,SIMPLE,-,AM,AM,
2025-04-23,4,SIMPLE,-,AO,AO,
2025-04-23,4,SIMPLE,-,AR,AR,
2025-04-23,4,SIMPLE,-,X,X,
2025-04-23,4,SIMPLE,-,Z,Z,
2025-04-24,1,SIMPLE,-,AM,AM,
2025-04-24,1,SIMPLE,-,AP,AP,
2025-04-24,1,SIMPLE,-,AR,AR,
2025-04-24,2,SIMPLE,-,AF,AF,
2025-04-24,2,SIMPLE,-,AG,AG,
2025-04-24,2,SIMPLE,-,AI,AI,
2025-04-24,2,SIMPLE,-,AL,AL,
2025-04-24,2,SIMPLE,-,AM,AM,
2025-04-24,2,SIMPLE,-,AN,AN,
2025-04-24,2,SIMPLE,-,AP,AP,
2025-04-24,2,SIMPLE,-,AR,AR,
2025-04-24,3,C3,AMB_CHEF,V,V,
2025-04-24,3,C3,AMB_COND,AB,AB,
2025-04-24,3,C3,AMB_COND,AE,AE,
2025-04-24,3,C3,AMB_EQUI_SUAP,E,E,
2025-04-24,3,C3,AMB_EQUI_SUAP,U,U,
2025-04-24,3,C3,FPT_CHEF,AA,AA,
2025-04-24,3,C3,FPT_COND,AI,AI,
2025-04-24,3,C3,FPT_EQUI_INC,S,S,
2025-04-24,3,SHORTAGE,AMB_CHEF,,,1
2025-04-24,4,SIMPLE,-,AH,AH,
2025-04-24,4,SIMPLE,-,AI,AI,
2025-04-24,4,SIMPLE,-,AJ,AJ,
2025-04-24,4,SIMPLE,-,AK,AK,
2025-04-24,4,SIMPLE,-,AL,AL,
2025-04-24,4,SIMPLE,-,AM,AM,
2025-04-24,4,SIMPLE,-,AP,AP,
2025-04-24,4,SIMPLE,-,AQ,AQ,
2025-04-25,1,SIMPLE,-,AP,AP,
2025-04-25,1,SIMPLE,-,AQ,AQ,
2025-04-25,1,SIMPLE,-,AR,AR,
2025-04-25,2,SIMPLE,-,AA,AA,
2025-04-25,2,SIMPLE,-,AB,AB,
2025-04-25,2,SIMPLE,-,AC,AC,
2025-04-25,2,SIMPLE,-,AG,AG,
2025-04-25,2,SIMPLE,-,AM,AM,
2025-04-25,2,SIMPLE,-,AN,AN,
2025-04-25,2,SIMPLE,-,AR,AR,
2025-04-25,2,SIMPLE,-,W,W,
2025-04-25,3,C3,AMB_CHEF,G,G,
2025-04-25,3,C3,AMB_CHEF,H,H,
2025-04-25,3,C3,AMB_COND,AH,AH,
2025-04-25,3,C3,AMB_COND,AI,AI,
2025-04-25,3,C3,AMB_EQUI_SUAP,AR,AR,
2025-04-25,3,C3,AMB_EQUI_SUAP,E,E,
2025-04-25,3,C3,FPT_CHEF,R,R,
2025-04-25,3,C3,FPT_COND,Q,Q,
2025-04-25,3,C3,FPT_EQUI_INC,B,B,
2025-04-25,4,SIMPLE,-,AD,AD,
2025-04-25,4,SIMPLE,-,AF,AF,
2025-04-25,4,SIMPLE,-,AG,AG,
2025-04-25,4,SIMPLE,-,AH,AH,
2025-04-25,4,SIMPLE,-,AL,AL,
2025-04-25,4,SIMPLE,-,AM,AM,
2025-04-25,4,SIMPLE,-,AN,AN,
2025-04-25,4,SIMPLE,-,AO,AO,
2025-04-26,1,SIMPLE,-,AL,AL,
2025-04-26,1,SIMPLE,-,AM,AM,
2025-04-26,1,SIMPLE,-,AN,AN,
2025-04-26,2,SIMPLE,-,AH,AH,
2025-04-26,2,SIMPLE,-,AI,AI,
2025-04-26,2,SIMPLE,-,AM,AM,
2025-04-26,2,SIMPLE,-,AN,AN,
2025-04-26,2,SIMPLE,-,AO,AO,
2025-04-26,2,SIMPLE,-,AP,AP,
2025-04-26,2,SIMPLE,-,AR,AR,
